Type,Car_Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Corolla,Sedan,Riyadh,Toyota,Automatic,Saudi,Standard,2020,1.6,16479,56000
Camry,Sedan,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,126000,63000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Full,2020,1.6,10400,53000
Suburban,SUV,Taef,Chevrolet,Automatic,Other,Full,2008,5.3,263,32000
Yukon,SUV,Qassim,GMC,Automatic,Saudi,Full,2012,5.3,270,39000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,173700,30000
Yukon,SUV,Jeddah,GMC,Automatic,Saudi,Full,2013,2.7,300,55000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2011,1.4,108000,19000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.6,41000,190000
A6,Sedan,Riyadh,Audi,Automatic,Saudi,Semi Full,2013,3.0,75000,70000
Flex,SUV,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,49000
Innova,MPV,Jubail,Toyota,Automatic,Saudi,Full,2015,2.7,114000,49000
Taurus,Sedan,Al-Namas,Ford,Automatic,Saudi,Semi Full,2010,4.4,10000,25000
Dokker,Van,Riyadh,Renault,Manual,Saudi,Standard,2016,1.8,143000,20000
Taurus,Sedan,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,142311,75000
Cadenza,Sedan,Riyadh,Kia,Automatic,Saudi,Full,2017,3.3,88000,83000
CX5,SUV,Riyadh,Mazda,Automatic,Saudi,Full,2019,2.5,33000,102000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.6,18000,285000
Camry,Sedan,Qassim,Toyota,Automatic,Other,Standard,2016,2.5,148254,59000
Expedition,SUV,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,5.4,172000,76000
CX9,SUV,Dammam,Mazda,Automatic,Gulf Arabic,Full,2016,3.7,169300,65000
Land Cruiser,SUV,Dammam,Toyota,Automatic,Saudi,Full,2006,4.5,215000,79000
Accord,Sedan,Abha,Honda,Automatic,Saudi,Standard,2008,2.4,197000,20000
Sonata,Sedan,Al-Ahsa,Hyundai,Manual,Saudi,Standard,2019,2.4,3400,58000
Rio,Hatchback,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.4,270000,25000
Suburban,SUV,Makkah,GMC,Automatic,Saudi,Standard,2006,2.0,230000,29000
Maxima,Sedan,Riyadh,Nissan,Automatic,Saudi,Full,2017,1.0,135000,73000
Mohave,SUV,Riyadh,Kia,Automatic,Saudi,Standard,2014,3.8,256000,30000
Yukon,SUV,Riyadh,GMC,Automatic,Saudi,Standard,2007,5.3,262,30000
Traverse,SUV,Al-Medina,Chevrolet,Automatic,Other,Semi Full,2009,3.6,325,18000
Datsun,Sedan,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,125000,45000
Yaris,Hatchback,Jubail,Toyota,Manual,Saudi,Standard,2016,1.5,134000,23000
The 5,Sedan,Khobar,BMW,Automatic,Saudi,Standard,2014,2.0,150000,57000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.6,177900,220000
Patrol,SUV,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.6,219175,113500
The 7,Sedan,Riyadh,BMW,Automatic,Gulf Arabic,Full,2014,2.0,139000,90000
Ghost,Sedan,Dammam,Rolls-Royce,Automatic,Saudi,Full,2010,6.0,175000,310000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,57000,44000
Elantra,Sedan,Al-Medina,Hyundai,Automatic,Other,Full,2016,1.6,87000,42000
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.2,268041,75000
C,Sedan,Dammam,Mercedes,Automatic,Saudi,Full,2015,2.0,125000,119000
Durango,SUV,Riyadh,Dodge,Automatic,Saudi,Semi Full,2013,5.7,253,29000
ES,Sedan,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,85000,141000
3,Sedan,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,47000,54000
Elantra,Sedan,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.6,76014,48000
Rush,SUV,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.5,55000,52000
Sentra,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.6,105272,38500
Range Rover,SUV,Jeddah,Land Rover,Automatic,Saudi,Full,2014,2.0,48000,100000
Cherokee,SUV,Riyadh,Jeep,Automatic,Saudi,Standard,2010,3.4,400,15000
Hilux,Pickup,Dammam,Toyota,Manual,Saudi,Standard,2017,2.7,73000,72000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,109000,33000
Expedition,SUV,Riyadh,Ford,Automatic,Saudi,Standard,2014,5.7,190700,59000
Camry,Sedan,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.5,238000,48500
Edge,SUV,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2016,3.5,198000,69000
Hilux,Pickup,Jeddah,Toyota,Manual,Saudi,Full,2014,2.7,180000,52000
CX9,SUV,Qassim,Mazda,Automatic,Gulf Arabic,Full,2015,2.4,138020,58000
Sonata,Sedan,Tabouk,Hyundai,Automatic,Gulf Arabic,Full,2018,2.0,79000,36000
The 5,Sedan,Riyadh,BMW,Automatic,Saudi,Semi Full,2011,3.0,276000,65000
Veloster,Hatchback,Riyadh,Hyundai,Automatic,Saudi,Full,2019,2.0,63000,62000
Prestige,Sedan,Tabouk,Genesis,Automatic,Gulf Arabic,Semi Full,2015,3.8,85343,81000
Taurus,Sedan,Jazan,Ford,Automatic,Saudi,Full,2014,3.5,269177,60000
Land Cruiser,SUV,Dammam,Toyota,Automatic,Saudi,Full,2015,4.6,83000,160000
E,Sedan,Riyadh,Mercedes,Automatic,Other,Standard,2016,2.0,110440,98000
Seven,Sedan,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,36833,28500
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,127974,61500
LX,SUV,Riyadh,Lexus,Automatic,Saudi,Full,2019,5.7,41142,381000
Innova,MPV,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,203312,62500
IS,Sedan,Dammam,Lexus,Automatic,Other,Full,2017,3.0,90000,117000
Cerato,Sedan,Jeddah,Kia,Automatic,Saudi,Full,2010,1.6,293300,13500
Hiace,Van,Riyadh,Toyota,Manual,Other,Standard,2016,2.7,99999,69000
Avalon,Sedan,Tabouk,Toyota,Automatic,Saudi,Semi Full,2019,3.5,60000,115000
Expedition,SUV,Dammam,Ford,Automatic,Saudi,Full,2018,3.6,44200,159000
Blazer,SUV,Jeddah,Chevrolet,Automatic,Saudi,Full,2008,3.6,220000,18000
Fluence,Sedan,Dammam,Renault,Automatic,Saudi,Semi Full,2015,1.6,91000,20000
ES,Sedan,Khobar,Lexus,Automatic,Other,Full,2007,6.1,240000,24000
Camry,Sedan,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,116987,58000
Grand Cherokee,SUV,Dammam,Jeep,Automatic,Saudi,Full,2017,5.7,102000,99000
Pajero,SUV,Aseer,Mitsubishi,Automatic,Saudi,Full,2018,3.8,62000,82000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,120496,40800
Edge,SUV,Riyadh,Ford,Automatic,Saudi,Standard,2009,3.5,357,20000
Furniture,Other,Riyadh,Toyota,Automatic,Other,Semi Full,2013,2.4,170000,55000
Elantra,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,130000,53000
Hilux,Pickup,Tabouk,Toyota,Manual,Saudi,Semi Full,2013,2.7,290,55000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,65325,71500
Vego,Pickup,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,51419,27500
Fusion,Sedan,Dammam,Ford,Automatic,Gulf Arabic,Semi Full,2016,1.2,99200,45000
Yaris,Hatchback,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,117313,32500
Optima,Sedan,Dammam,Kia,Automatic,Saudi,Semi Full,2014,2.0,241000,35000
Suburban,SUV,Makkah,Chevrolet,Automatic,Saudi,Semi Full,2011,4.0,289,36000
Elantra,Sedan,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,145000,37000
Hilux,Pickup,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,183000,60000
Furniture,Other,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,11571,116500
Expedition,SUV,Riyadh,Ford,Automatic,Saudi,Full,2014,4.0,116000,50000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Full,2018,5.7,82000,220000
Sunny,Sedan,Riyadh,Nissan,Manual,Saudi,Standard,2008,1.5,275000,10000
Grand Cherokee,SUV,Riyadh,Jeep,Automatic,Gulf Arabic,Full,2014,5.7,76300,85000
Optima,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2017,2.4,263400,40000
Hilux,Pickup,Aseer,Toyota,Manual,Saudi,Full,2020,2.4,34000,120000
Prado,SUV,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,192901,114500
Land Cruiser,SUV,Taef,Toyota,Automatic,Saudi,Standard,2007,1.2,300000,30000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,105509,26000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,41000,34000
Cerato,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.6,50000,29000
Camry,Sedan,Riyadh,Toyota,Automatic,Saudi,Semi Full,2013,2.5,300000,35000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,110448,30000
Camry,Sedan,Jeddah,Toyota,Automatic,Saudi,Semi Full,2008,1.7,280000,17000
Marquis,Sedan,Riyadh,Ford,Automatic,Saudi,Full,2011,4.6,114000,48000
Q,Sedan,Riyadh,INFINITI,Automatic,Gulf Arabic,Semi Full,2019,2.0,5000,90000
Corolla,Sedan,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,1.6,107000,39000
Taurus,Sedan,Riyadh,Ford,Automatic,Saudi,Standard,2017,3.5,158039,75000
3,Sedan,Riyadh,Mazda,Automatic,Saudi,Semi Full,2016,2.0,104800,39000
CX9,SUV,Riyadh,Mazda,Automatic,Saudi,Full,2015,1.9,274000,66000
Yukon,SUV,Riyadh,GMC,Automatic,Saudi,Semi Full,2013,5.3,77000,80000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,159626,27500
S,Sedan,Dammam,Mercedes,Automatic,Other,Full,2015,3.0,46000,210000
Accord,Sedan,Dammam,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,129000,68000
F3,Sedan,Al-Medina,BYD,Automatic,Saudi,Standard,2020,1.5,60000,28000
Taurus,Sedan,Jeddah,Ford,Automatic,Saudi,Standard,2019,2.0,26000,84000
Accent,Sedan,Dammam,Hyundai,Manual,Saudi,Standard,2005,1.5,294602,5000
Kona,SUV,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,2.0,76000,56000
Flex,SUV,Khobar,Ford,Automatic,Saudi,Semi Full,2012,3.5,282000,25000
Corolla,Sedan,Yanbu,Toyota,Automatic,Saudi,Standard,2019,1.6,39000,52000
Land Cruiser,SUV,Jeddah,Toyota,Automatic,Saudi,Full,2019,4.6,38000,248000
Range Rover,SUV,Riyadh,Land Rover,Automatic,Other,Full,2018,3.8,50000,290000
Datsun,Sedan,Riyadh,Nissan,Manual,Other,Semi Full,2015,2.4,108500,27500
Explorer,SUV,Dammam,Ford,Automatic,Other,Full,2016,3.6,151000,106000
Fusion,Sedan,Riyadh,Ford,Automatic,Other,Full,2017,2.0,55000,65000
Range Rover,SUV,Jeddah,Land Rover,Automatic,Saudi,Full,2008,3.3,240,35000
Taurus,Sedan,Dammam,Ford,Automatic,Saudi,Semi Full,2013,3.5,177000,70000
UX,SUV,Dammam,Lexus,Automatic,Gulf Arabic,Full,2020,2.0,10000,176000
Corolla,Sedan,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,67000,52000
S,Sedan,Dammam,Mercedes,Automatic,Saudi,Full,2013,3.0,110000,113000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,74917,38500
Beetle,Hatchback,Jeddah,Volkswagen,Automatic,Other,Semi Full,2015,1.8,89000,54000
Optima,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.0,101381,48500
Corolla,Sedan,Taef,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,52000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.4,173000,43000
FJ,SUV,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,4.0,199000,95000
Pajero,SUV,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2016,3.8,144624,47000
Furniture,Other,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,55000
Azera,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,36000,48000
S,Sedan,Riyadh,Mercedes,Automatic,Other,Full,2017,3.0,53000,260000
FJ,SUV,Qassim,Toyota,Automatic,Saudi,Full,2015,2.7,230000,85000
Senta fe,SUV,Jeddah,Hyundai,Automatic,Saudi,Full,2016,3.3,73115,85000
F150,Pickup,Riyadh,Ford,Automatic,Saudi,Semi Full,2019,3.5,13339,291500
Edge,SUV,Jeddah,Ford,Automatic,Saudi,Full,2013,3.5,240,43000
Prado,SUV,Jazan,Toyota,Automatic,Saudi,Full,2012,4.0,240000,70000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,1.2,150,20000
Land Cruiser Pickup,Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,105154,85000
Tahoe,SUV,Dammam,Chevrolet,Automatic,Other,Semi Full,2018,3.0,127000,159000
Explorer,SUV,Makkah,Ford,Automatic,Other,Standard,2013,3.5,218000,48000
Avalon,Sedan,Riyadh,Toyota,Automatic,Saudi,Full,2017,3.5,104159,106500
Accord,Sedan,Al-Ahsa,Honda,Automatic,Gulf Arabic,Full,2016,1.6,81000,63000
Creta,SUV,Besha,Hyundai,Automatic,Saudi,Full,2018,1.6,11800,56000
C,Sedan,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2015,2.0,54000,120000
Explorer,SUV,Dammam,Ford,Automatic,Saudi,Standard,2017,3.6,150000,73000
Corolla,Sedan,Jeddah,Toyota,Automatic,Saudi,Standard,2014,1.6,275000,25000
Navara,Pickup,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.5,132714,41500
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,12000,78000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,105000,23000
Datsun,Sedan,Riyadh,Nissan,Manual,Saudi,Full,2015,2.4,212000,42000
Yaris,Hatchback,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.5,122000,37000
Lancer,Sedan,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2014,1.0,150000,16000
Innova,MPV,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,38500
C,Sedan,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,73000,110000
Rav4,SUV,Jeddah,Toyota,Automatic,Saudi,Standard,2018,2.5,72000,95000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,27000
Hilux,Pickup,Al-Medina,Toyota,Manual,Saudi,Semi Full,2016,1.0,121,60500
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,6.2,155000,77000
Taurus,Sedan,Dammam,Ford,Automatic,Saudi,Standard,2017,6.0,75000,65000
Yukon,SUV,Dammam,GMC,Automatic,Saudi,Full,2007,5.3,235000,65000
Altima,Sedan,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2015,2.5,60829,48000
Sunny,Sedan,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,98000,27500
Suburban,SUV,Riyadh,GMC,Automatic,Saudi,Standard,2004,5.3,300000,8000
Impala,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,3.6,212000,64000
Range Rover,SUV,Dammam,Land Rover,Automatic,Saudi,Full,2015,5.0,140000,245000
Patrol,SUV,Jeddah,Nissan,Automatic,Saudi,Standard,2016,4.8,59000,83000
Rio,Hatchback,Riyadh,Kia,Automatic,Saudi,Full,2019,1.4,48000,38000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,117000,63000
Tahoe,SUV,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,5.3,97955,145000
Taurus,Sedan,Dammam,Ford,Automatic,Saudi,Standard,2016,3.5,144000,55000
Range Rover,SUV,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,110000,255000
Van R,Van,Hafar Al-Batin,Victory Auto,Manual,Saudi,Full,2017,1.2,1500,31000
Mustang,Sports Car,Dammam,Ford,Automatic,Gulf Arabic,Full,2016,3.7,240000,89000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2015,2.0,140,38000
Rush,SUV,Khobar,Toyota,Automatic,Saudi,Semi Full,2021,1.5,9000,59500
CS35 Plus,SUV,Riyadh,Changan,Automatic,Saudi,Full,2020,1.4,67095,60000
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2010,3.6,283000,33000
Yukon,SUV,Al-Baha,GMC,Automatic,Saudi,Full,2009,6.2,138000,55000
Range Rover,SUV,Riyadh,Land Rover,Automatic,Saudi,Standard,2020,3.0,17000,428000
Hiace,Van,Abha,Toyota,Manual,Saudi,Standard,2016,2.7,180000,72000
DB9,Sports Car,Dammam,Aston Martin,Automatic,Saudi,Full,2010,6.0,71000,180000
Range Rover,SUV,Dammam,Land Rover,Automatic,Saudi,Full,2014,3.0,195000,170000
Expedition,SUV,Riyadh,Ford,Automatic,Saudi,Standard,2017,3.5,123000,85000
Sierra,Pickup,Dammam,GMC,Automatic,Saudi,Standard,2015,5.3,86000,98000
Range Rover,SUV,Al-Ahsa,Land Rover,Automatic,Other,Full,2016,4.3,87000,167000
C,Sedan,Dammam,Mercedes,Automatic,Saudi,Full,2018,3.0,44000,180000
Hilux,Pickup,Dammam,Toyota,Manual,Saudi,Standard,2016,1.5,131006,58000
Sorento,SUV,Jeddah,Kia,Automatic,Saudi,Semi Full,2010,3.3,213000,22000
Rio,Hatchback,Dammam,Kia,Automatic,Saudi,Standard,2016,1.4,119000,20000
X-Trail,SUV,Aseer,Nissan,Automatic,Saudi,Semi Full,2016,2.5,142000,46000
Tahoe,SUV,Riyadh,Chevrolet,Automatic,Other,Full,2016,5.3,128000,164000
APV,Van,Dammam,Suzuki,Manual,Saudi,Standard,2017,1.6,80000,30000
S,Sedan,Riyadh,Mercedes,Automatic,Other,Full,2015,3.0,109000,199000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,49498,40500
Prado,SUV,Jeddah,Toyota,Automatic,Saudi,Full,2016,4.0,143000,120000
Hilux,Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2017,2.7,44000,78000
Elantra,Sedan,Dammam,Hyundai,Automatic,Saudi,Full,2006,2.0,10000,7000
Camry,Sedan,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2014,2.5,130000,37000
Innova,MPV,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,2.7,286000,38000
Yaris,Hatchback,Yanbu,Toyota,Automatic,Saudi,Standard,2016,1.5,100,32000
Elantra,Sedan,Riyadh,Hyundai,Manual,Saudi,Standard,2009,1.0,4000,11000
S,Sedan,Jeddah,Mercedes,Automatic,Saudi,Full,2013,3.0,121000,118000
Expedition,SUV,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.4,250000,50000
CX3,Crossover,Riyadh,Mazda,Automatic,Saudi,Standard,2018,3.0,39000,58000
CLA,Sedan,Riyadh,Mercedes,Automatic,Other,Standard,2020,2.0,10000,195000
Viano,Van,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2013,3.5,154000,45000
ES,Sedan,Hafar Al-Batin,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.5,200000,80000
CX9,SUV,Riyadh,Mazda,Automatic,Saudi,Full,2020,3.5,25182,120000
Corolla,Sedan,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,57000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,117081,27000
Corolla,Sedan,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.6,160000,27500
EC7,Sedan,Jeddah,Geely,Manual,Other,Standard,2015,1.3,160000,14000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,158000,29000
Elantra,Sedan,Qassim,Hyundai,Automatic,Other,Full,2016,1.6,101715,52000
Altima,Sedan,Riyadh,Nissan,Automatic,Gulf Arabic,Full,2019,2.5,1000,115000
Traverse,SUV,Dammam,Chevrolet,Automatic,Other,Full,2016,3.4,154000,79000
Charger,Sedan,Jeddah,Dodge,Automatic,Other,Full,2014,3.6,300000,35000
LX,SUV,Riyadh,Lexus,Automatic,Saudi,Standard,2013,5.7,240000,145000
Safari,SUV,Dammam,GMC,Automatic,Saudi,Semi Full,2005,5.3,84000,22000
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.0,264000,69000
Edge,SUV,Dammam,Ford,Automatic,Saudi,Full,2016,3.5,76200,77000
Yaris,Hatchback,Qassim,Toyota,Automatic,Saudi,Standard,2019,1.5,54000,35000
Accent,Sedan,Hail,Hyundai,Automatic,Saudi,Standard,2020,1.4,21000,47000
Corolla,Sedan,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,1.6,138661,47500
C,Sedan,Riyadh,Mercedes,Automatic,Other,Semi Full,2016,2.0,76000,102000
Pajero,SUV,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Standard,2015,3.5,103900,50000
Hilux,Pickup,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2014,2.7,21000,75000
Hilux,Pickup,Dammam,Toyota,Manual,Saudi,Full,2020,2.4,29000,142000
The 5,Sedan,Jeddah,BMW,Automatic,Saudi,Standard,2019,2.0,49528,138000
C300,Sedan,Jeddah,Chrysler,Automatic,Saudi,Full,2012,3.5,160000,55500
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,152973,24500
Caprice,Sedan,Dammam,Chevrolet,Automatic,Other,Semi Full,2013,6.2,193000,44000
Land Cruiser,SUV,Dammam,Toyota,Automatic,Saudi,Full,2019,5.7,6000,298000
Furniture,Other,Jeddah,Toyota,Automatic,Saudi,Standard,2019,2.7,60000,97000
Kona,SUV,Riyadh,Hyundai,Automatic,Saudi,Full,2020,2.0,3109,89000
Furniture,Other,Aseer,Toyota,Automatic,Saudi,Standard,2021,2.7,11000,100000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.6,156000,40000
Pajero,SUV,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,260000,60000
Sierra,Pickup,Riyadh,GMC,Automatic,Saudi,Full,2016,5.3,82576,120000
Accord,Sedan,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2018,1.5,53146,91500
Caprice,Sedan,Tabouk,Chevrolet,Automatic,Saudi,Semi Full,2015,6.0,235000,65000
Expedition,SUV,Jeddah,Ford,Automatic,Saudi,Standard,2016,3.6,127500,79000
Patrol,SUV,Jeddah,Nissan,Automatic,Saudi,Full,2019,4.0,42000,185000
Elantra,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2018,2.0,116000,48000
Accord,Sedan,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,90000,65000
CX5,SUV,Hail,Mazda,Automatic,Saudi,Standard,2019,2.5,84000,75000
Tahoe,SUV,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2020,5.3,37000,165000
Innova,MPV,Al-Medina,Toyota,Automatic,Saudi,Standard,2015,2.7,122000,43000
Sonata,Sedan,Jeddah,Hyundai,Automatic,Saudi,Full,2016,2.4,76000,53000
Camry,Sedan,Riyadh,Toyota,Automatic,Other,Standard,2016,2.5,96000,60000
Duster,SUV,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,164169,29500
The 7,Sedan,Jeddah,BMW,Automatic,Saudi,Full,2006,2.8,220,26000
QX,SUV,Riyadh,INFINITI,Automatic,Saudi,Full,2012,5.4,205000,77000
RX,SUV,Dammam,Lexus,Automatic,Other,Full,2017,3.5,81000,165000
Innova,MPV,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.7,175559,76500
Pajero,SUV,Qassim,Mitsubishi,Automatic,Gulf Arabic,Full,2017,3.2,80000,89500
Prado,SUV,Jeddah,Toyota,Automatic,Saudi,Full,2015,3.6,225989,84000
Platinum,Sedan,Riyadh,Genesis,Automatic,Saudi,Semi Full,2015,3.5,181000,70000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,105739,26800
Camry,Sedan,Jeddah,Toyota,Automatic,Saudi,Semi Full,2014,2.5,117000,43000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.5,84000,68000
Carenz,MPV,Al-Ahsa,Kia,Automatic,Saudi,Standard,2015,2.0,102000,40000
Camaro,Sports Car,Dammam,Chevrolet,Automatic,Other,Full,2017,3.6,99000,109000
6,Sedan,Al-Medina,Mazda,Automatic,Saudi,Full,2014,2.5,232000,38000
Expedition,SUV,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.3,210000,50000
Avanza,MPV,Hafar Al-Batin,Toyota,Automatic,Saudi,Standard,2016,1.6,115,30000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,56000,40000
Taurus,Sedan,Riyadh,Ford,Automatic,Gulf Arabic,Full,2017,3.5,27000,83000
Emgrand,Sedan,Jeddah,Geely,Automatic,Saudi,Full,2019,1.8,66000,40000
Dyna,Truck,Riyadh,Isuzu,Manual,Saudi,Standard,2016,1.5,420,104000
Pathfinder,SUV,Riyadh,Nissan,Automatic,Saudi,Standard,2005,3.5,300000,12000
Z,Sedan,Jeddah,BMW,Automatic,Saudi,Full,2015,4.0,65555,95000
Taurus,Sedan,Dammam,Ford,Automatic,Other,Semi Full,2016,3.5,102000,72000
Coupe S,Convertible,Najran,Hyundai,Automatic,Saudi,Full,2010,3.8,240,25000
Corolla,Sedan,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.6,238000,40500
Taurus,Sedan,Dammam,Ford,Automatic,Saudi,Standard,2018,3.5,73000,77000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,76000,37500
Vego,Pickup,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,26315,27499
Elantra,Sedan,Riyadh,Hyundai,Automatic,Other,Standard,2018,1.6,45000,54000
Maxima,Sedan,Dammam,Nissan,Automatic,Saudi,Full,2018,3.5,48000,85000
Suburban,SUV,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,5.3,198506,111500
Odyssey,Minivan,Dammam,Honda,Automatic,Saudi,Full,2015,3.5,143000,74000
Furniture,Other,Jeddah,Toyota,Automatic,Saudi,Semi Full,2015,2.7,114900,55000
